bone morphogenetic protein signaling pathway,tumor suppressor gene.,electrochemical gradient establishment,blood vessel maturation,defense against infection,bone morphogenetic protein signaling
tumor type association,tumor suppressor gene regulation,mrna degradation,electrochemical gradient establishment,tumor suppressor gene expression,imprinting
mitochondrial matrix,mrna degradation,transcription elongation factor complex,transcription elongation factor,mitogen-activated protein kinase binding,receptor tyrosine kinase signaling
bone morphogenetic protein signaling pathway,protein tyrosine kinase adaptor activity,cancer-related protein expression,phosphoinositide binding,tumor microenvironment.,oncogene/tumor suppressor gene regulation
glucose-1,tumor suppressor gene regulation,tumor microenvironment adaptation,t cell activation,thiolester hydrolase activity,zyxin
natriuretic peptide hormone activity,lipid modification,cellular protein homeostasis,lipid oxidation,lipid mediator sensing,cancer transformation
mrna degradation,tumor type association,imprinting,electrochemical gradient establishment,tumor suppressor gene regulation,tumor suppressor gene expression
mrna localization,electrochemical gradient establishment,mrna catabolism,cell surface,mrna degradation,regulation of feeding behavior
mrna degradation,imprinting,mrna metabolic process,smoothened signaling pathway modulation,cullin 3 complex,cell junction assembly
glucose-1,thiolester hydrolase activity,phospholipid transfer activity,zyxin,tumor microenvironment adaptation,regulation of synaptic activity
glucose-1,tumor suppressor gene regulation,zyxin,tumor type association,thiolester hydrolase activity,leukotriene metabolism
bone morphogenetic protein signaling pathway,phosphoinositide binding,cancer related alteration in expression,phosphatidylethanolamine binding,bone morphogenetic protein signaling,phospholipase activity
protein localization to plasma membrane regulation,cellular component of fatty acid metabolic process,lipid mediator sensing,developmental patterning,protein localization to cell-cell junction,protein localization to kinetochore
nurd complex,wnt signal inhibition,tumor type association,tumor suppressor gene.,tissue regeneration,carbohydrate:proton symporter activity
ketone body catabolism,cancer development (context-dependent),eif2 complex assembly,peptidyl-arginine hydroxylation,k48-linked ubiquitination,k63-linked ubiquitination
tumor type association,bone morphogenetic protein signaling pathway,tumor suppressor gene regulation,electrochemical gradient establishment,tumor suppressor gene.,mrna degradation
potential role in disease,interleukin-1 signaling,transmembrane ascorbate ferrireductase activity,vesicle transport through interaction with t-snares,multi-pass translocon complex,endoplasmic reticulum mannose trimming
electrochemical gradient establishment,tumor type association,mrna degradation,cell projection formation,tumor suppressor gene.,carbohydrate:proton symporter activity
tumor type association,nurd complex,tumor suppressor gene.,electrolyte balance,tumor suppressor gene regulation,mutsβ complex
rab6-interacting golgin,solute:inorganic anion antiporter activity,spliceosome assembly,udp-d-xylose:beta-d-glucoside alpha-1,pre-mrna,spliceosome complex assembly
tumor suppressor gene regulation,tumor type association,tumor suppressor gene.,electrolyte balance,nurd complex,mutsβ complex
tumor suppressor gene regulation,tumor type association,tumor suppressor gene expression,nurd complex,tumor suppressor gene.,cell lysis
electrochemical gradient establishment,tumor type association,mrna degradation,tumor suppressor gene.,tumor suppressor gene regulation,bone morphogenetic protein signaling pathway
phospholipid biosynthetic process,glutathione-disulfide reductase (nadph) activity,cellular response to prostaglandin d stimulus,cytoplasm protein quality control,aldose 1-epimerase activity,cytoplasmic translation regulation
mrna metabolic process,smoothened signaling pathway modulation,receptor internalization regulation,receptor clustering regulation,protein serine/threonine kinase inhibitor activity,mrna regulation
vcp-npl4-ufd1 aaa atpase complex,coenzyme q10 biosynthesis,histone h2axy142 phosphatase activity,phospholipid biosynthetic process,rdna heterochromatin formation,store-operated calcium entry
glucose-1,bone morphogenetic protein signaling pathway,tumor suppressor gene.,leukotriene metabolism,tumor-suppressive effect.,phospholipase activity
mucin-type glycoprotein,parturition,cellular response to growth factor stimulus,regulation of feeding behavior,regulation of heart rate,chromocenter
tumor suppressor gene.,nurd complex,wnt signal inhibition,tissue regeneration,electrolyte balance,inositol polyphosphate-5-phosphatase activity
tumor type association,tumor suppressor gene regulation,tumor suppressor gene.,tumor suppressor gene expression,nurd complex,electrolyte balance
rab6-interacting golgin,mitochondrial matrix,mit domain binding,mhc class ii protein complex,complex iv assembly,'de novo' amp synthesis
3'-5'-rna exonuclease activity,wd repeat,metabolic enzyme,hormone balance,skin barrier,progression
cancer-related protein expression,protein tyrosine kinase adaptor activity,oncogene/tumor suppressor gene regulation,pathogen lysis,tumor growth and invasion,tumor microenvironment.
myo-inositol transmembrane transporter activity,phosphatidylethanolamine biosynthetic process,rho guanine nucleotide exchange factor activity,serine/threonine protein kinase activity,rna polymerase ii ctd heptapeptide repeat kinase activity,methylated-dna-[protein]-cysteine s-methyltransferase activity
solute:inorganic anion antiporter activity,u5 snrnp,gamma-delta intraepithelial t cell differentiation,retrograde vesicle-mediated transport,dna/rna synthesis,ecm interaction
receptor clustering,receptor internalization regulation,regulation of cell growth and proliferation,membrane proton transmembrane transport,mrna editing,regulation of heart rate
glucose-1,phospholipid transfer activity,thiolester hydrolase activity,zyxin,wnt signaling,rotational mechanism
tumor suppressor gene regulation,tumor type association,nurd complex,tumor suppressor gene expression,tumor suppressor protein interaction,tumor recognition
tumor type association,tumor suppressor gene regulation,electrochemical gradient establishment,tumor suppressor gene.,nurd complex,mrna degradation
phospholipid transfer activity,glucose-1,thiolester hydrolase activity,zyxin,wnt signaling,regulation of synaptic activity
glucose-1,bone morphogenetic protein signaling,bone morphogenetic protein signaling pathway,leukotriene metabolism,chemokine receptor binding,phospholipid transfer activity
cancer cell metabolic reprogramming,response to nutrient levels,pathological condition,cellular response to stimuli (insulin,defense against infection,cell projection association
tumor suppressor gene regulation,tumor type association,electrolyte balance,tumor suppressor gene.,nurd complex,bone morphogenetic protein signaling pathway
bone morphogenetic protein signaling pathway,bone morphogenetic protein signaling,phosphoinositide binding,cancer related alteration in expression,phosphatidylethanolamine binding,cancer-related protein expression
thiamine triphosphate phosphatase activity,mrna degradation,fsh secretion suppression,3'(2'),wd repeat,imprinting
tumor suppressor gene regulation,nurd complex,tumor type association,tumor suppressor gene expression,tumor suppressor gene.,electrolyte balance
pathological condition,response to nutrient levels,cellular response to stimuli (insulin,cell projection,membrane-bound organelle localization,membrane depolarization during sa node cell action potential
coenzyme q10 biosynthesis,vcp-npl4-ufd1 aaa atpase complex,phospholipid biosynthetic process,myo-inositol transport,aldo-keto reductase (nadph) activity,rdna heterochromatin formation
pathogen defense,mrna degradation,copii-coated vesicle cargo loading,tumor type association,appetite regulation,wd repeat
mrna destabilization,regulation of systemic arterial blood pressure by vasopressin,pathogen defense,progression,mrna catabolism,cell fate specification
response to nutrient levels,cancer transformation,cancer invasion,cancer cell metabolic reprogramming,defense against infection,lipid modification
protein homeostasis,monoatomic cation:bicarbonate symporter activity,potential disease involvement,cellular architecture maintenance,protein-macromolecule adaptor activity,potential role in disease
electrochemical gradient establishment,tumor type association,bone morphogenetic protein signaling pathway,mrna degradation,tumor suppressor gene.,pathogen defense
copii-coated vesicle cargo loading,cancer invasion,pathogen defense,protein tyrosine kinase adaptor activity,oncogene/tumor suppressor dual role,processivity factor activity
tumor type association,nurd complex,tumor suppressor gene regulation,carbohydrate:proton symporter activity,electrochemical gradient establishment,mrna degradation
lipid mediator sensing,imp dehydrogenase activity,factor xii activation,protein asparagine 3-dioxygenase activity,cardiac muscle contraction regulation,protein localization to cell-cell junction
wnt signal inhibition,carbohydrate:proton symporter activity,cell signaling dysregulation,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity,3-methoxy-4-hydroxy-5-decaprenylbenzoic acid decarboxylase activity,tumor suppressor network
regulation of synaptic activity,thiolester hydrolase activity,glucose-1,phospholipid transfer activity,cholinesterase activity,regulation of immune response to tumor cell
